Matricula  3198-WJG, Tipo: Moto, Hora salida: 09:52:58, Gasto: 8,29
Matricula  6683-EBP, Tipo: Coche, Hora salida: 09:58:09, Gasto: 13,88
Matricula  9348-XPK, Tipo: Coche, Hora salida: 09:58:10, Gasto: 10,26
Matricula  9875-KKE, Tipo: Coche, Hora salida: 09:58:10, Gasto: 6,50
Matricula  1494-UDX, Tipo: Electrico, Hora salida: 09:58:11, Gasto: 23,29
Matricula  9452-FWX, Tipo: Coche, Hora salida: 09:58:12, Gasto: 19,16
Matricula  8875-UFK, Tipo: Electrico, Hora salida: 09:58:13, Gasto: 24,59
Matricula  7574-QPC, Tipo: Coche, Hora salida: 09:58:15, Gasto: 9,95
Matricula  2636-CYO, Tipo: Coche, Hora salida: 09:58:16, Gasto: 11,62
Matricula  8362-DZM, Tipo: Coche, Hora salida: 09:58:16, Gasto: 21,67
Matricula  7010-VSB, Tipo: Coche, Hora salida: 09:58:19, Gasto: 10,25
Matricula  2767-JMG, Tipo: Coche, Hora salida: 09:58:21, Gasto: 29,82
Matricula  3867-USP, Tipo: Coche, Hora salida: 09:58:23, Gasto: 23,95
Matricula  3352-ZUB, Tipo: Coche, Hora salida: 09:58:24, Gasto: 19,54
Matricula  7711-MMF, Tipo: Coche, Hora salida: 09:58:26, Gasto: 19,36
Matricula  1525-FLZ, Tipo: Coche, Hora salida: 09:58:26, Gasto: 17,89
Matricula  2084-VQA, Tipo: Coche, Hora salida: 09:58:27, Gasto: 32,64
Matricula  9929-IYI, Tipo: Coche, Hora salida: 09:58:27, Gasto: 6,17
Matricula  1571-URL, Tipo: Coche, Hora salida: 09:58:28, Gasto: 10,02
Matricula  1614-RZS, Tipo: Coche, Hora salida: 09:58:28, Gasto: 8,94
Matricula  8327-LRU, Tipo: Coche, Hora salida: 09:58:29, Gasto: 20,76
Matricula  6347-HPB, Tipo: Coche, Hora salida: 09:58:30, Gasto: 30,66
Matricula  4227-UHJ, Tipo: Coche, Hora salida: 09:58:31, Gasto: 21,24
Matricula  9653-WFI, Tipo: Coche, Hora salida: 09:58:31, Gasto: 8,06
Matricula  9246-XHV, Tipo: Coche, Hora salida: 09:58:32, Gasto: 6,13
Matricula  5537-EWY, Tipo: Coche, Hora salida: 09:58:32, Gasto: 12,34
Matricula  1070-MUF, Tipo: Coche, Hora salida: 09:58:33, Gasto: 3,88
Matricula  3480-QUU, Tipo: Coche, Hora salida: 09:58:34, Gasto: 23,31
Matricula  0132-ARG, Tipo: Coche, Hora salida: 09:58:35, Gasto: 26,60
Matricula  1459-YQV, Tipo: Coche, Hora salida: 09:58:37, Gasto: 3,39
Matricula  9224-LOL, Tipo: Coche, Hora salida: 09:58:38, Gasto: 15,79
Matricula  0472-AYF, Tipo: Coche, Hora salida: 09:58:38, Gasto: 32,48
Matricula  6117-TRE, Tipo: Coche, Hora salida: 09:58:39, Gasto: 13,94
Matricula  5974-ECG, Tipo: Coche, Hora salida: 09:58:39, Gasto: 29,07
Matricula  7565-JZS, Tipo: Coche, Hora salida: 09:58:41, Gasto: 3,35
Matricula  8378-BJH, Tipo: Coche, Hora salida: 09:58:42, Gasto: 12,53
Matricula  1803-RYY, Tipo: Coche, Hora salida: 09:58:43, Gasto: 16,89
Matricula  1418-EBU, Tipo: Coche, Hora salida: 09:58:44, Gasto: 10,23
Matricula  0979-YRC, Tipo: Coche, Hora salida: 09:58:44, Gasto: 29,44
Matricula  0196-NIY, Tipo: Coche, Hora salida: 09:58:46, Gasto: 22,70
Matricula  4289-SLT, Tipo: Coche, Hora salida: 09:58:49, Gasto: 11,03
Matricula  7054-RLX, Tipo: Coche, Hora salida: 09:58:50, Gasto: 6,99
Matricula  9145-JGR, Tipo: Coche, Hora salida: 09:58:51, Gasto: 25,05
Matricula  2263-DQX, Tipo: Coche, Hora salida: 09:58:51, Gasto: 12,18
Matricula  1247-ZYH, Tipo: Coche, Hora salida: 09:58:52, Gasto: 4,40
Matricula  7311-WEW, Tipo: Coche, Hora salida: 09:58:52, Gasto: 11,91
Matricula  1569-UAL, Tipo: Coche, Hora salida: 09:58:53, Gasto: 25,40
Matricula  0918-CGV, Tipo: Coche, Hora salida: 09:58:54, Gasto: 11,63
Matricula  9131-BUG, Tipo: Coche, Hora salida: 09:58:55, Gasto: 22,22
Matricula  5506-SEY, Tipo: Coche, Hora salida: 09:58:56, Gasto: 7,19
Matricula  8641-DLA, Tipo: Coche, Hora salida: 09:58:56, Gasto: 27,89
Matricula  5139-LXM, Tipo: Coche, Hora salida: 09:58:57, Gasto: 15,10
Matricula  4005-LSS, Tipo: Coche, Hora salida: 09:59:00, Gasto: 7,84
Matricula  2560-HBU, Tipo: Coche, Hora salida: 09:59:01, Gasto: 15,70
Matricula  5849-SOJ, Tipo: Coche, Hora salida: 09:59:01, Gasto: 30,47
Matricula  3484-LDT, Tipo: Coche, Hora salida: 09:59:03, Gasto: 8,69
Matricula  4316-QNN, Tipo: Coche, Hora salida: 09:59:03, Gasto: 7,92
Matricula  8884-AMS, Tipo: Coche, Hora salida: 09:59:04, Gasto: 11,16
Matricula  5341-GKT, Tipo: Coche, Hora salida: 09:59:04, Gasto: 23,88
Matricula  9224-WBH, Tipo: Coche, Hora salida: 09:59:05, Gasto: 5,43
Matricula  8379-LMZ, Tipo: Coche, Hora salida: 09:59:06, Gasto: 10,66
Matricula  9711-KUW, Tipo: Coche, Hora salida: 09:59:07, Gasto: 22,59
Matricula  1752-QIN, Tipo: Coche, Hora salida: 09:59:10, Gasto: 12,37
Matricula  1815-LDQ, Tipo: Coche, Hora salida: 09:59:11, Gasto: 26,13
Matricula  7511-LOM, Tipo: Coche, Hora salida: 09:59:14, Gasto: 20,68
Matricula  2764-YVI, Tipo: Coche, Hora salida: 09:59:14, Gasto: 30,46
Matricula  6573-GEJ, Tipo: Coche, Hora salida: 09:59:15, Gasto: 10,10
Matricula  9600-HTM, Tipo: Coche, Hora salida: 09:59:16, Gasto: 16,14
Matricula  9031-MPC, Tipo: Coche, Hora salida: 09:59:16, Gasto: 9,22
Matricula  3917-LWI, Tipo: Coche, Hora salida: 09:59:17, Gasto: 9,39
Matricula  5678-VCD, Tipo: Coche, Hora salida: 09:59:19, Gasto: 23,69
Matricula  9374-VKS, Tipo: Coche, Hora salida: 09:59:21, Gasto: 26,37
Matricula  7991-UYL, Tipo: Coche, Hora salida: 09:59:25, Gasto: 26,91
Matricula  7663-YRM, Tipo: Coche, Hora salida: 09:59:26, Gasto: 19,57
Matricula  7240-JRF, Tipo: Coche, Hora salida: 09:59:27, Gasto: 32,39
Matricula  8152-QYJ, Tipo: Coche, Hora salida: 09:59:29, Gasto: 22,91
Matricula  8087-BIQ, Tipo: Coche, Hora salida: 09:59:30, Gasto: 20,72
Matricula  3763-QHH, Tipo: Coche, Hora salida: 09:59:30, Gasto: 32,16
Matricula  2547-WXO, Tipo: Coche, Hora salida: 09:59:31, Gasto: 14,26
Matricula  4468-TVA, Tipo: Coche, Hora salida: 09:59:32, Gasto: 30,39
Matricula  7582-IFD, Tipo: Coche, Hora salida: 09:59:33, Gasto: 9,54
Matricula  4635-KZV, Tipo: Coche, Hora salida: 09:59:33, Gasto: 20,88
Matricula  0291-EKV, Tipo: Coche, Hora salida: 09:59:34, Gasto: 27,64
Matricula  7617-KJC, Tipo: Coche, Hora salida: 09:59:34, Gasto: 23,16
Matricula  4241-GDI, Tipo: Coche, Hora salida: 09:59:35, Gasto: 25,86
Matricula  5728-IYR, Tipo: Coche, Hora salida: 09:59:36, Gasto: 10,24
Matricula  0458-ZBV, Tipo: Coche, Hora salida: 09:59:37, Gasto: 24,17
Matricula  8390-AWZ, Tipo: Coche, Hora salida: 09:59:39, Gasto: 8,64
Matricula  3198-SEZ, Tipo: Coche, Hora salida: 09:59:39, Gasto: 28,58
Matricula  1575-JLU, Tipo: Coche, Hora salida: 09:59:40, Gasto: 19,50
Matricula  1307-VAQ, Tipo: Coche, Hora salida: 09:59:42, Gasto: 15,12
Matricula  4592-BUA, Tipo: Coche, Hora salida: 09:59:43, Gasto: 28,76
Matricula  7185-SKI, Tipo: Coche, Hora salida: 09:59:44, Gasto: 3,88
Matricula  6528-WTD, Tipo: Coche, Hora salida: 09:59:44, Gasto: 13,09
Matricula  1728-CZD, Tipo: Coche, Hora salida: 09:59:45, Gasto: 3,14
Matricula  5739-HNH, Tipo: Coche, Hora salida: 09:59:45, Gasto: 6,96
Matricula  2116-WFS, Tipo: Coche, Hora salida: 09:59:46, Gasto: 32,71
Matricula  1867-NHF, Tipo: Coche, Hora salida: 09:59:46, Gasto: 23,09
Matricula  1380-YRX, Tipo: Coche, Hora salida: 09:59:47, Gasto: 22,60
Matricula  9071-VYF, Tipo: Coche, Hora salida: 09:59:47, Gasto: 32,22
Matricula  7563-OVY, Tipo: Coche, Hora salida: 09:59:48, Gasto: 28,78
Matricula  3423-YHP, Tipo: Coche, Hora salida: 09:59:48, Gasto: 7,24
Matricula  3961-BHT, Tipo: Coche, Hora salida: 09:59:50, Gasto: 24,05
Matricula  5598-XSE, Tipo: Coche, Hora salida: 09:59:52, Gasto: 19,13
Matricula  6172-JOT, Tipo: Coche, Hora salida: 09:59:52, Gasto: 23,95
Matricula  4300-BHS, Tipo: Coche, Hora salida: 09:59:53, Gasto: 10,27
Matricula  5655-LVP, Tipo: Coche, Hora salida: 09:59:56, Gasto: 28,64
Matricula  9874-TUK, Tipo: Coche, Hora salida: 09:59:59, Gasto: 11,69
Matricula  0378-CMK, Tipo: Coche, Hora salida: 09:59:59, Gasto: 9,66
Matricula  1808-VGN, Tipo: Coche, Hora salida: 10:00:00, Gasto: 32,91
Matricula  5982-YHV, Tipo: Coche, Hora salida: 10:00:00, Gasto: 14,98
Matricula  0374-QHD, Tipo: Coche, Hora salida: 10:00:01, Gasto: 12,77
Matricula  2805-XQP, Tipo: Coche, Hora salida: 10:00:03, Gasto: 27,53
Matricula  0245-YUB, Tipo: Coche, Hora salida: 10:00:04, Gasto: 21,59
Matricula  3500-DSR, Tipo: Coche, Hora salida: 10:00:04, Gasto: 25,22
Matricula  6466-PPH, Tipo: Coche, Hora salida: 10:00:05, Gasto: 31,31
Matricula  0495-GSL, Tipo: Coche, Hora salida: 10:00:05, Gasto: 15,62
Matricula  5880-XSU, Tipo: Coche, Hora salida: 10:00:06, Gasto: 9,74
Matricula  3705-BBD, Tipo: Coche, Hora salida: 10:00:07, Gasto: 17,14
Matricula  5142-AIH, Tipo: Coche, Hora salida: 10:00:08, Gasto: 29,48
Matricula  2386-JLW, Tipo: Coche, Hora salida: 10:00:10, Gasto: 19,64
Matricula  0123-XCE, Tipo: Coche, Hora salida: 10:00:10, Gasto: 9,14
Matricula  7255-AYE, Tipo: Coche, Hora salida: 10:00:11, Gasto: 15,28
Matricula  8950-ATT, Tipo: Coche, Hora salida: 10:00:12, Gasto: 13,93
Matricula  7433-VYA, Tipo: Coche, Hora salida: 10:00:13, Gasto: 27,86
Matricula  3266-JGG, Tipo: Coche, Hora salida: 10:00:13, Gasto: 22,69
Matricula  6396-JUA, Tipo: Coche, Hora salida: 10:00:14, Gasto: 6,47
Matricula  1880-KEX, Tipo: Coche, Hora salida: 10:00:14, Gasto: 9,51
Matricula  9236-TRI, Tipo: Coche, Hora salida: 10:00:18, Gasto: 17,25
Matricula  4146-NRD, Tipo: Coche, Hora salida: 10:00:20, Gasto: 28,13
Matricula  1046-YVF, Tipo: Coche, Hora salida: 10:00:20, Gasto: 27,37
Matricula  8640-EGV, Tipo: Coche, Hora salida: 10:00:21, Gasto: 24,43
Matricula  4221-JJH, Tipo: Coche, Hora salida: 10:00:22, Gasto: 23,02
Matricula  2367-WTU, Tipo: Coche, Hora salida: 10:00:23, Gasto: 11,10
Matricula  5679-RBO, Tipo: Coche, Hora salida: 10:00:24, Gasto: 21,49
Matricula  3345-UXJ, Tipo: Coche, Hora salida: 10:00:26, Gasto: 12,72
Matricula  0966-WIU, Tipo: Coche, Hora salida: 10:00:26, Gasto: 19,54
Matricula  0874-MIZ, Tipo: Coche, Hora salida: 10:00:27, Gasto: 11,21
Matricula  2167-MGH, Tipo: Coche, Hora salida: 10:00:27, Gasto: 24,11
Matricula  7786-EYL, Tipo: Coche, Hora salida: 10:00:29, Gasto: 22,37
Matricula  9747-KHJ, Tipo: Coche, Hora salida: 10:00:30, Gasto: 26,18
Matricula  9378-YJW, Tipo: Coche, Hora salida: 10:00:30, Gasto: 13,17
Matricula  9868-LQK, Tipo: Coche, Hora salida: 10:00:31, Gasto: 18,30
Matricula  7368-ETA, Tipo: Coche, Hora salida: 10:00:31, Gasto: 10,89
Matricula  5034-GEK, Tipo: Coche, Hora salida: 10:00:32, Gasto: 10,13
Matricula  9705-QZA, Tipo: Coche, Hora salida: 10:00:33, Gasto: 8,45
Matricula  2999-OOU, Tipo: Coche, Hora salida: 10:00:33, Gasto: 11,05
Matricula  3498-NVL, Tipo: Coche, Hora salida: 10:00:34, Gasto: 20,73
Matricula  3426-LOL, Tipo: Coche, Hora salida: 10:00:34, Gasto: 27,02
Matricula  6362-UMP, Tipo: Coche, Hora salida: 10:00:38, Gasto: 24,50
Matricula  4358-JIJ, Tipo: Coche, Hora salida: 10:00:43, Gasto: 27,14
